,rating,agent_type,misinformation_type,rebuttal_type,rating_score
20164,somewhat helpful,pro_misinformation,Deductive Fallacy,Missing Mechanism 1,1
20165,somewhat helpful,pro_misinformation,Deductive Fallacy,Missing Mechanism 2,1
20166,somewhat helpful,pro_misinformation,Deductive Fallacy,No Need to Address,1
20167,somewhat helpful,pro_misinformation,Deductive Fallacy,Negative Effect due to y,1
20168,somewhat helpful,pro_misinformation,Deductive Fallacy,Positive Effects of a Different Perspective from y 1,1
20169,helpful,pro_misinformation,Deductive Fallacy,Positive Effects of a Different Perspective from y 2,2
20170,somewhat helpful,pro_misinformation,False Dilemma,Mitigation,1
20171,somewhat helpful,pro_misinformation,False Dilemma,Alternative,1
20172,somewhat helpful,pro_misinformation,False Dilemma,No Evidence,1
20173,somewhat helpful,pro_misinformation,False Dilemma,Another True Cause,1
20174,somewhat helpful,pro_misinformation,False Dilemma,Missing Mechanism 1,1
20175,somewhat helpful,pro_misinformation,False Dilemma,Missing Mechanism 2,1
20176,somewhat helpful,pro_misinformation,False Dilemma,No Need to Address,1
20177,somewhat helpful,pro_misinformation,False Dilemma,Negative Effect due to y,1
20178,somewhat helpful,pro_misinformation,False Dilemma,Positive Effects of a Different Perspective from y 1,1
20179,somewhat helpful,pro_misinformation,False Dilemma,Positive Effects of a Different Perspective from y 2,1
20180,somewhat helpful,pro_misinformation,Fallacy of Extension,Mitigation,1
20181,somewhat helpful,pro_misinformation,Fallacy of Extension,Alternative,1
20182,somewhat helpful,pro_misinformation,Fallacy of Extension,No Evidence,1
20183,not helpful,pro_misinformation,Fallacy of Extension,Another True Cause,0
20184,somewhat helpful,pro_misinformation,Fallacy of Extension,Missing Mechanism 1,1
20185,somewhat helpful,pro_misinformation,Fallacy of Extension,Missing Mechanism 2,1
20186,not helpful,pro_misinformation,Fallacy of Extension,No Need to Address,0
20187,somewhat helpful,pro_misinformation,Fallacy of Extension,Negative Effect due to y,1
20188,somewhat helpful,pro_misinformation,Fallacy of Extension,Positive Effects of a Different Perspective from y 1,1
20189,not helpful,pro_misinformation,Fallacy of Extension,Positive Effects of a Different Perspective from y 2,0
20190,somewhat helpful,pro_misinformation,False Dilemma,Mitigation,1
20191,somewhat helpful,pro_misinformation,False Dilemma,Alternative,1
20192,somewhat helpful,pro_misinformation,False Dilemma,No Evidence,1
20193,helpful,pro_misinformation,False Dilemma,Another True Cause,2
20194,helpful,pro_misinformation,False Dilemma,Missing Mechanism 1,2
20195,somewhat helpful,pro_misinformation,False Dilemma,Missing Mechanism 2,1
20196,somewhat helpful,pro_misinformation,False Dilemma,No Need to Address,1
20197,somewhat helpful,pro_misinformation,False Dilemma,Negative Effect due to y,1
20198,somewhat helpful,pro_misinformation,False Dilemma,Positive Effects of a Different Perspective from y 1,1
20199,somewhat helpful,pro_misinformation,False Dilemma,Positive Effects of a Different Perspective from y 2,1
20200,somewhat helpful,pro_misinformation,False Causality,Mitigation,1
20201,somewhat helpful,pro_misinformation,False Causality,Alternative,1
20202,helpful,pro_misinformation,False Causality,No Evidence,2
20203,somewhat helpful,pro_misinformation,False Causality,Another True Cause,1
20204,somewhat helpful,pro_misinformation,False Causality,Missing Mechanism 1,1
20205,somewhat helpful,pro_misinformation,False Causality,Missing Mechanism 2,1
20206,not helpful,pro_misinformation,False Causality,No Need to Address,0
20207,somewhat helpful,pro_misinformation,False Causality,Negative Effect due to y,1
20208,not helpful,pro_misinformation,False Causality,Positive Effects of a Different Perspective from y 1,0
20209,not helpful,pro_misinformation,False Causality,Positive Effects of a Different Perspective from y 2,0
20210,somewhat helpful,pro_misinformation,Equivocation,Mitigation,1
20211,somewhat helpful,pro_misinformation,Equivocation,Alternative,1
20212,somewhat helpful,pro_misinformation,Equivocation,No Evidence,1
20213,somewhat helpful,pro_misinformation,Equivocation,Another True Cause,1
20214,somewhat helpful,pro_misinformation,Equivocation,Missing Mechanism 1,1
20215,somewhat helpful,pro_misinformation,Equivocation,Missing Mechanism 2,1
20216,somewhat helpful,pro_misinformation,Equivocation,No Need to Address,1
20217,helpful,pro_misinformation,Equivocation,Negative Effect due to y,2
20218,somewhat helpful,pro_misinformation,Equivocation,Positive Effects of a Different Perspective from y 1,1
20219,somewhat helpful,pro_misinformation,Equivocation,Positive Effects of a Different Perspective from y 2,1
20220,somewhat helpful,pro_misinformation,Ad Populum,Mitigation,1
20221,somewhat helpful,pro_misinformation,Ad Populum,Alternative,1
20222,helpful,pro_misinformation,Ad Populum,No Evidence,2
20223,not helpful,pro_misinformation,Ad Populum,Another True Cause,0
20224,helpful,pro_misinformation,Ad Populum,Missing Mechanism 1,2
20225,helpful,pro_misinformation,Ad Populum,Missing Mechanism 2,2
20226,somewhat helpful,pro_misinformation,Ad Populum,No Need to Address,1
20227,somewhat helpful,pro_misinformation,Ad Populum,Negative Effect due to y,1
20228,somewhat helpful,pro_misinformation,Ad Populum,Positive Effects of a Different Perspective from y 1,1
20229,somewhat helpful,pro_misinformation,Ad Populum,Positive Effects of a Different Perspective from y 2,1
20230,helpful,pro_misinformation,Circular Claim,Mitigation,2
20231,somewhat helpful,pro_misinformation,Circular Claim,Alternative,1
20232,helpful,pro_misinformation,Circular Claim,No Evidence,2
20233,somewhat helpful,pro_misinformation,Circular Claim,Another True Cause,1
20234,helpful,pro_misinformation,Circular Claim,Missing Mechanism 1,2
20235,helpful,pro_misinformation,Circular Claim,Missing Mechanism 2,2
20236,helpful,pro_misinformation,Circular Claim,No Need to Address,2
20237,helpful,pro_misinformation,Circular Claim,Negative Effect due to y,2
20238,helpful,pro_misinformation,Circular Claim,Positive Effects of a Different Perspective from y 1,2
20239,helpful,pro_misinformation,Circular Claim,Positive Effects of a Different Perspective from y 2,2
20240,somewhat helpful,pro_misinformation,False Causality,Mitigation,1
20241,somewhat helpful,pro_misinformation,False Causality,Alternative,1
20242,somewhat helpful,pro_misinformation,False Causality,No Evidence,1
20243,somewhat helpful,pro_misinformation,False Causality,Another True Cause,1
20244,helpful,pro_misinformation,False Causality,Missing Mechanism 1,2
20245,somewhat helpful,pro_misinformation,False Causality,Missing Mechanism 2,1
20246,somewhat helpful,pro_misinformation,False Causality,No Need to Address,1
20247,somewhat helpful,pro_misinformation,False Causality,Negative Effect due to y,1
20248,somewhat helpful,pro_misinformation,False Causality,Positive Effects of a Different Perspective from y 1,1
20249,somewhat helpful,pro_misinformation,False Causality,Positive Effects of a Different Perspective from y 2,1
20250,somewhat helpful,pro_misinformation,Fallacy of Credibility,Mitigation,1
20251,somewhat helpful,pro_misinformation,Fallacy of Credibility,Alternative,1
20252,somewhat helpful,pro_misinformation,Fallacy of Credibility,No Evidence,1
20253,somewhat helpful,pro_misinformation,Fallacy of Credibility,Another True Cause,1
20254,somewhat helpful,pro_misinformation,Fallacy of Credibility,Missing Mechanism 1,1
20255,somewhat helpful,pro_misinformation,Fallacy of Credibility,Missing Mechanism 2,1
20256,somewhat helpful,pro_misinformation,Fallacy of Credibility,No Need to Address,1
20257,somewhat helpful,pro_misinformation,Fallacy of Credibility,Negative Effect due to y,1
20258,somewhat helpful,pro_misinformation,Fallacy of Credibility,Positive Effects of a Different Perspective from y 1,1
20259,somewhat helpful,pro_misinformation,Fallacy of Credibility,Positive Effects of a Different Perspective from y 2,1
20260,somewhat helpful,pro_misinformation,Deductive Fallacy,Mitigation,1
20261,somewhat helpful,pro_misinformation,Deductive Fallacy,Alternative,1
20262,somewhat helpful,pro_misinformation,Deductive Fallacy,No Evidence,1
20263,somewhat helpful,pro_misinformation,Deductive Fallacy,Another True Cause,1
20264,somewhat helpful,pro_misinformation,Deductive Fallacy,Missing Mechanism 1,1
20265,somewhat helpful,pro_misinformation,Deductive Fallacy,Missing Mechanism 2,1
20266,somewhat helpful,pro_misinformation,Deductive Fallacy,No Need to Address,1
20267,somewhat helpful,pro_misinformation,Deductive Fallacy,Negative Effect due to y,1
20268,not helpful,pro_misinformation,Deductive Fallacy,Positive Effects of a Different Perspective from y 1,0
20269,not helpful,pro_misinformation,Deductive Fallacy,Positive Effects of a Different Perspective from y 2,0
20270,somewhat helpful,pro_misinformation,Fallacy of Relevance,Mitigation,1
20271,not helpful,pro_misinformation,Fallacy of Relevance,Alternative,0
20272,not helpful,pro_misinformation,Fallacy of Relevance,No Evidence,0
20273,not helpful,pro_misinformation,Fallacy of Relevance,Another True Cause,0
20274,not helpful,pro_misinformation,Fallacy of Relevance,Missing Mechanism 1,0
20275,somewhat helpful,pro_misinformation,Fallacy of Relevance,Missing Mechanism 2,1
20276,somewhat helpful,pro_misinformation,Fallacy of Relevance,No Need to Address,1
20277,somewhat helpful,pro_misinformation,Fallacy of Relevance,Negative Effect due to y,1
20278,somewhat helpful,pro_misinformation,Fallacy of Relevance,Positive Effects of a Different Perspective from y 1,1
20279,somewhat helpful,pro_misinformation,Fallacy of Relevance,Positive Effects of a Different Perspective from y 2,1
20280,somewhat helpful,pro_misinformation,Circular Claim,Mitigation,1
20281,somewhat helpful,pro_misinformation,Circular Claim,Alternative,1
20282,helpful,pro_misinformation,Circular Claim,No Evidence,2
20283,somewhat helpful,pro_misinformation,Circular Claim,Another True Cause,1
20284,somewhat helpful,pro_misinformation,Circular Claim,Missing Mechanism 1,1
20285,somewhat helpful,pro_misinformation,Circular Claim,Missing Mechanism 2,1
20286,helpful,pro_misinformation,Circular Claim,No Need to Address,2
20287,somewhat helpful,pro_misinformation,Circular Claim,Negative Effect due to y,1
20288,helpful,pro_misinformation,Circular Claim,Positive Effects of a Different Perspective from y 1,2
20289,somewhat helpful,pro_misinformation,Circular Claim,Positive Effects of a Different Perspective from y 2,1
20290,somewhat helpful,pro_misinformation,Appeal to Emotion,Mitigation,1
20291,somewhat helpful,pro_misinformation,Appeal to Emotion,Alternative,1
20292,somewhat helpful,pro_misinformation,Appeal to Emotion,No Evidence,1
20293,somewhat helpful,pro_misinformation,Appeal to Emotion,Another True Cause,1
20294,somewhat helpful,pro_misinformation,Appeal to Emotion,Missing Mechanism 1,1
20295,not helpful,pro_misinformation,Appeal to Emotion,Missing Mechanism 2,0
20296,somewhat helpful,pro_misinformation,Appeal to Emotion,No Need to Address,1
20297,somewhat helpful,pro_misinformation,Appeal to Emotion,Negative Effect due to y,1
20298,somewhat helpful,pro_misinformation,Appeal to Emotion,Positive Effects of a Different Perspective from y 1,1
20299,not helpful,pro_misinformation,Appeal to Emotion,Positive Effects of a Different Perspective from y 2,0
20300,not helpful,pro_misinformation,Ad Hominem,Mitigation,0
20301,somewhat helpful,pro_misinformation,Ad Hominem,Alternative,1
20302,not helpful,pro_misinformation,Ad Hominem,No Evidence,0
20303,somewhat helpful,pro_misinformation,Ad Hominem,Another True Cause,1
20304,not helpful,pro_misinformation,Ad Hominem,Missing Mechanism 1,0
20305,not helpful,pro_misinformation,Ad Hominem,Missing Mechanism 2,0
20306,not helpful,pro_misinformation,Ad Hominem,No Need to Address,0
20307,not helpful,pro_misinformation,Ad Hominem,Negative Effect due to y,0
20308,not helpful,pro_misinformation,Ad Hominem,Positive Effects of a Different Perspective from y 1,0
20309,somewhat helpful,pro_misinformation,Ad Hominem,Positive Effects of a Different Perspective from y 2,1
20310,somewhat helpful,pro_misinformation,Fallacy of Relevance,Mitigation,1
20311,somewhat helpful,pro_misinformation,Fallacy of Relevance,Alternative,1
20312,somewhat helpful,pro_misinformation,Fallacy of Relevance,No Evidence,1
20313,somewhat helpful,pro_misinformation,Fallacy of Relevance,Another True Cause,1
20314,somewhat helpful,pro_misinformation,Fallacy of Relevance,Missing Mechanism 1,1
20315,somewhat helpful,pro_misinformation,Fallacy of Relevance,Missing Mechanism 2,1
20316,not helpful,pro_misinformation,Fallacy of Relevance,No Need to Address,0
20317,somewhat helpful,pro_misinformation,Fallacy of Relevance,Negative Effect due to y,1
20318,somewhat helpful,pro_misinformation,Fallacy of Relevance,Positive Effects of a Different Perspective from y 1,1
20319,somewhat helpful,pro_misinformation,Fallacy of Relevance,Positive Effects of a Different Perspective from y 2,1
20320,somewhat helpful,pro_misinformation,Faulty Generalization,Mitigation,1
20321,somewhat helpful,pro_misinformation,Faulty Generalization,Alternative,1
20322,helpful,pro_misinformation,Faulty Generalization,No Evidence,2
20323,somewhat helpful,pro_misinformation,Faulty Generalization,Another True Cause,1
20324,somewhat helpful,pro_misinformation,Faulty Generalization,Missing Mechanism 1,1
20325,not helpful,pro_misinformation,Faulty Generalization,Missing Mechanism 2,0
20326,not helpful,pro_misinformation,Faulty Generalization,No Need to Address,0
20327,not helpful,pro_misinformation,Faulty Generalization,Negative Effect due to y,0
20328,not helpful,pro_misinformation,Faulty Generalization,Positive Effects of a Different Perspective from y 1,0
20329,somewhat helpful,pro_misinformation,Faulty Generalization,Positive Effects of a Different Perspective from y 2,1
20330,somewhat helpful,pro_misinformation,Equivocation,Mitigation,1
20331,somewhat helpful,pro_misinformation,Equivocation,Alternative,1
20332,somewhat helpful,pro_misinformation,Equivocation,No Evidence,1
20333,somewhat helpful,pro_misinformation,Equivocation,Another True Cause,1
20334,somewhat helpful,pro_misinformation,Equivocation,Missing Mechanism 1,1
20335,somewhat helpful,pro_misinformation,Equivocation,Missing Mechanism 2,1
20336,somewhat helpful,pro_misinformation,Equivocation,No Need to Address,1
20337,somewhat helpful,pro_misinformation,Equivocation,Negative Effect due to y,1
20338,somewhat helpful,pro_misinformation,Equivocation,Positive Effects of a Different Perspective from y 1,1
20339,somewhat helpful,pro_misinformation,Equivocation,Positive Effects of a Different Perspective from y 2,1
20340,somewhat helpful,pro_misinformation,Ad Populum,Mitigation,1
20341,somewhat helpful,pro_misinformation,Ad Populum,Alternative,1
20342,helpful,pro_misinformation,Ad Populum,No Evidence,2
20343,not helpful,pro_misinformation,Ad Populum,Another True Cause,0
20344,somewhat helpful,pro_misinformation,Ad Populum,Missing Mechanism 1,1
20345,somewhat helpful,pro_misinformation,Ad Populum,Missing Mechanism 2,1
20346,somewhat helpful,pro_misinformation,Ad Populum,No Need to Address,1
20347,not helpful,pro_misinformation,Ad Populum,Negative Effect due to y,0
20348,somewhat helpful,pro_misinformation,Ad Populum,Positive Effects of a Different Perspective from y 1,1
20349,somewhat helpful,pro_misinformation,Ad Populum,Positive Effects of a Different Perspective from y 2,1
20350,somewhat helpful,pro_misinformation,Circular Claim,Mitigation,1
20351,somewhat helpful,pro_misinformation,Circular Claim,Alternative,1
20352,somewhat helpful,pro_misinformation,Circular Claim,No Evidence,1
20353,somewhat helpful,pro_misinformation,Circular Claim,Another True Cause,1
20354,somewhat helpful,pro_misinformation,Circular Claim,Missing Mechanism 1,1
20355,somewhat helpful,pro_misinformation,Circular Claim,Missing Mechanism 2,1
20356,somewhat helpful,pro_misinformation,Circular Claim,No Need to Address,1
20357,somewhat helpful,pro_misinformation,Circular Claim,Negative Effect due to y,1
20358,somewhat helpful,pro_misinformation,Circular Claim,Positive Effects of a Different Perspective from y 1,1
20359,somewhat helpful,pro_misinformation,Circular Claim,Positive Effects of a Different Perspective from y 2,1
20360,somewhat helpful,pro_misinformation,False Causality,Mitigation,1
20361,somewhat helpful,pro_misinformation,False Causality,Alternative,1
20362,somewhat helpful,pro_misinformation,False Causality,No Evidence,1
20363,somewhat helpful,pro_misinformation,False Causality,Another True Cause,1
20364,somewhat helpful,pro_misinformation,False Causality,Missing Mechanism 1,1
20365,somewhat helpful,pro_misinformation,False Causality,Missing Mechanism 2,1
20366,somewhat helpful,pro_misinformation,False Causality,No Need to Address,1
20367,somewhat helpful,pro_misinformation,False Causality,Negative Effect due to y,1
20368,not helpful,pro_misinformation,False Causality,Positive Effects of a Different Perspective from y 1,0
20369,somewhat helpful,pro_misinformation,False Causality,Positive Effects of a Different Perspective from y 2,1
20370,somewhat helpful,pro_misinformation,Equivocation,Mitigation,1
20371,somewhat helpful,pro_misinformation,Equivocation,Alternative,1
20372,helpful,pro_misinformation,Equivocation,No Evidence,2
20373,not helpful,pro_misinformation,Equivocation,Another True Cause,0
20374,somewhat helpful,pro_misinformation,Equivocation,Missing Mechanism 1,1
20375,not helpful,pro_misinformation,Equivocation,Missing Mechanism 2,0
20376,somewhat helpful,pro_misinformation,Equivocation,No Need to Address,1
20377,not helpful,pro_misinformation,Equivocation,Negative Effect due to y,0
20378,not helpful,pro_misinformation,Equivocation,Positive Effects of a Different Perspective from y 1,0
20379,not helpful,pro_misinformation,Equivocation,Positive Effects of a Different Perspective from y 2,0
20380,somewhat helpful,pro_misinformation,Faulty Generalization,Mitigation,1
20381,somewhat helpful,pro_misinformation,Faulty Generalization,Alternative,1
20382,somewhat helpful,pro_misinformation,Faulty Generalization,No Evidence,1
20383,somewhat helpful,pro_misinformation,Faulty Generalization,Another True Cause,1
20384,somewhat helpful,pro_misinformation,Faulty Generalization,Missing Mechanism 1,1
20385,somewhat helpful,pro_misinformation,Faulty Generalization,Missing Mechanism 2,1
20386,somewhat helpful,pro_misinformation,Faulty Generalization,No Need to Address,1
20387,somewhat helpful,pro_misinformation,Faulty Generalization,Negative Effect due to y,1
20388,somewhat helpful,pro_misinformation,Faulty Generalization,Positive Effects of a Different Perspective from y 1,1
20389,somewhat helpful,pro_misinformation,Faulty Generalization,Positive Effects of a Different Perspective from y 2,1
20390,somewhat helpful,pro_misinformation,Fallacy of Credibility,Mitigation,1
20391,somewhat helpful,pro_misinformation,Fallacy of Credibility,Alternative,1
20392,helpful,pro_misinformation,Fallacy of Credibility,No Evidence,2
20393,somewhat helpful,pro_misinformation,Fallacy of Credibility,Another True Cause,1
20394,not helpful,pro_misinformation,Fallacy of Credibility,Missing Mechanism 1,0
20395,helpful,pro_misinformation,Fallacy of Credibility,Missing Mechanism 2,2
20396,not helpful,pro_misinformation,Fallacy of Credibility,No Need to Address,0
20397,not helpful,pro_misinformation,Fallacy of Credibility,Negative Effect due to y,0
20398,not helpful,pro_misinformation,Fallacy of Credibility,Positive Effects of a Different Perspective from y 1,0
20399,not helpful,pro_misinformation,Fallacy of Credibility,Positive Effects of a Different Perspective from y 2,0
20400,somewhat helpful,pro_misinformation,Ad Hominem,Mitigation,1
20401,somewhat helpful,pro_misinformation,Ad Hominem,Alternative,1
20402,somewhat helpful,pro_misinformation,Ad Hominem,No Evidence,1
20403,somewhat helpful,pro_misinformation,Ad Hominem,Another True Cause,1
20404,somewhat helpful,pro_misinformation,Ad Hominem,Missing Mechanism 1,1
20405,somewhat helpful,pro_misinformation,Ad Hominem,Missing Mechanism 2,1
20406,somewhat helpful,pro_misinformation,Ad Hominem,No Need to Address,1
20407,somewhat helpful,pro_misinformation,Ad Hominem,Negative Effect due to y,1
20408,not helpful,pro_misinformation,Ad Hominem,Positive Effects of a Different Perspective from y 1,0
20409,not helpful,pro_misinformation,Ad Hominem,Positive Effects of a Different Perspective from y 2,0
20410,somewhat helpful,pro_misinformation,Intentional Fallacy,Mitigation,1
20411,somewhat helpful,pro_misinformation,Intentional Fallacy,Alternative,1
20412,not helpful,pro_misinformation,Intentional Fallacy,No Evidence,0
20413,somewhat helpful,pro_misinformation,Intentional Fallacy,Another True Cause,1
20414,somewhat helpful,pro_misinformation,Intentional Fallacy,Missing Mechanism 1,1
20415,somewhat helpful,pro_misinformation,Intentional Fallacy,Missing Mechanism 2,1
20416,somewhat helpful,pro_misinformation,Intentional Fallacy,No Need to Address,1
20417,not helpful,pro_misinformation,Intentional Fallacy,Negative Effect due to y,0
20418,somewhat helpful,pro_misinformation,Intentional Fallacy,Positive Effects of a Different Perspective from y 1,1
20419,not helpful,pro_misinformation,Intentional Fallacy,Positive Effects of a Different Perspective from y 2,0
20420,not helpful,pro_misinformation,Appeal to Emotion,Mitigation,0
20421,not helpful,pro_misinformation,Appeal to Emotion,Alternative,0
20422,not helpful,pro_misinformation,Appeal to Emotion,No Evidence,0
20423,not helpful,pro_misinformation,Appeal to Emotion,Another True Cause,0
20424,somewhat helpful,pro_misinformation,Appeal to Emotion,Missing Mechanism 1,1
20425,not helpful,pro_misinformation,Appeal to Emotion,Missing Mechanism 2,0
20426,not helpful,pro_misinformation,Appeal to Emotion,No Need to Address,0
20427,not helpful,pro_misinformation,Appeal to Emotion,Negative Effect due to y,0
20428,somewhat helpful,pro_misinformation,Appeal to Emotion,Positive Effects of a Different Perspective from y 1,1
20429,not helpful,pro_misinformation,Appeal to Emotion,Positive Effects of a Different Perspective from y 2,0
20430,somewhat helpful,pro_misinformation,Fallacy of Relevance,Mitigation,1
20431,somewhat helpful,pro_misinformation,Fallacy of Relevance,Alternative,1
20432,somewhat helpful,pro_misinformation,Fallacy of Relevance,No Evidence,1
20433,somewhat helpful,pro_misinformation,Fallacy of Relevance,Another True Cause,1
20434,somewhat helpful,pro_misinformation,Fallacy of Relevance,Missing Mechanism 1,1
20435,somewhat helpful,pro_misinformation,Fallacy of Relevance,Missing Mechanism 2,1
20436,somewhat helpful,pro_misinformation,Fallacy of Relevance,No Need to Address,1
20437,somewhat helpful,pro_misinformation,Fallacy of Relevance,Negative Effect due to y,1
20438,somewhat helpful,pro_misinformation,Fallacy of Relevance,Positive Effects of a Different Perspective from y 1,1
20439,not helpful,pro_misinformation,Fallacy of Relevance,Positive Effects of a Different Perspective from y 2,0
20440,not helpful,pro_misinformation,Intentional Fallacy,Mitigation,0
20441,not helpful,pro_misinformation,Intentional Fallacy,Alternative,0
20442,helpful,pro_misinformation,Intentional Fallacy,No Evidence,2
20443,not helpful,pro_misinformation,Intentional Fallacy,Another True Cause,0
20444,helpful,pro_misinformation,Intentional Fallacy,Missing Mechanism 1,2
20445,not helpful,pro_misinformation,Intentional Fallacy,Missing Mechanism 2,0
20446,helpful,pro_misinformation,Intentional Fallacy,No Need to Address,2
20447,helpful,pro_misinformation,Intentional Fallacy,Negative Effect due to y,2
20448,not helpful,pro_misinformation,Intentional Fallacy,Positive Effects of a Different Perspective from y 1,0
20449,not helpful,pro_misinformation,Intentional Fallacy,Positive Effects of a Different Perspective from y 2,0
20450,somewhat helpful,pro_misinformation,False Dilemma,Mitigation,1
20451,somewhat helpful,pro_misinformation,False Dilemma,Alternative,1
20452,somewhat helpful,pro_misinformation,False Dilemma,No Evidence,1
20453,somewhat helpful,pro_misinformation,False Dilemma,Another True Cause,1
20454,somewhat helpful,pro_misinformation,False Dilemma,Missing Mechanism 1,1
20455,somewhat helpful,pro_misinformation,False Dilemma,Missing Mechanism 2,1
20456,not helpful,pro_misinformation,False Dilemma,No Need to Address,0
20457,somewhat helpful,pro_misinformation,False Dilemma,Negative Effect due to y,1
20458,somewhat helpful,pro_misinformation,False Dilemma,Positive Effects of a Different Perspective from y 1,1
20459,somewhat helpful,pro_misinformation,False Dilemma,Positive Effects of a Different Perspective from y 2,1
20460,somewhat helpful,pro_misinformation,Faulty Generalization,Mitigation,1
20461,somewhat helpful,pro_misinformation,Faulty Generalization,Alternative,1
20462,somewhat helpful,pro_misinformation,Faulty Generalization,No Evidence,1
20463,somewhat helpful,pro_misinformation,Faulty Generalization,Another True Cause,1
20464,somewhat helpful,pro_misinformation,Faulty Generalization,Missing Mechanism 1,1
20465,somewhat helpful,pro_misinformation,Faulty Generalization,Missing Mechanism 2,1
20466,not helpful,pro_misinformation,Faulty Generalization,No Need to Address,0
20467,somewhat helpful,pro_misinformation,Faulty Generalization,Negative Effect due to y,1
20468,somewhat helpful,pro_misinformation,Faulty Generalization,Positive Effects of a Different Perspective from y 1,1
20469,somewhat helpful,pro_misinformation,Faulty Generalization,Positive Effects of a Different Perspective from y 2,1
20470,somewhat helpful,pro_misinformation,Deductive Fallacy,Mitigation,1
20471,somewhat helpful,pro_misinformation,Deductive Fallacy,Alternative,1
20472,helpful,pro_misinformation,Deductive Fallacy,No Evidence,2
20473,helpful,pro_misinformation,Deductive Fallacy,Another True Cause,2
20474,somewhat helpful,pro_misinformation,Deductive Fallacy,Missing Mechanism 1,1
20475,somewhat helpful,pro_misinformation,Deductive Fallacy,Missing Mechanism 2,1
20476,helpful,pro_misinformation,Deductive Fallacy,No Need to Address,2
20477,not helpful,pro_misinformation,Deductive Fallacy,Negative Effect due to y,0
20478,somewhat helpful,pro_misinformation,Deductive Fallacy,Positive Effects of a Different Perspective from y 1,1
20479,somewhat helpful,pro_misinformation,Deductive Fallacy,Positive Effects of a Different Perspective from y 2,1
20480,somewhat helpful,pro_misinformation,Ad Populum,Mitigation,1
20481,somewhat helpful,pro_misinformation,Ad Populum,Alternative,1
20482,somewhat helpful,pro_misinformation,Ad Populum,No Evidence,1
20483,somewhat helpful,pro_misinformation,Ad Populum,Another True Cause,1
20484,somewhat helpful,pro_misinformation,Ad Populum,Missing Mechanism 1,1
20485,not helpful,pro_misinformation,Ad Populum,Missing Mechanism 2,0
20486,not helpful,pro_misinformation,Ad Populum,No Need to Address,0
20487,somewhat helpful,pro_misinformation,Ad Populum,Negative Effect due to y,1
20488,somewhat helpful,pro_misinformation,Ad Populum,Positive Effects of a Different Perspective from y 1,1
20489,somewhat helpful,pro_misinformation,Ad Populum,Positive Effects of a Different Perspective from y 2,1
20490,somewhat helpful,pro_misinformation,Appeal to Emotion,Mitigation,1
20491,somewhat helpful,pro_misinformation,Appeal to Emotion,Alternative,1
20492,somewhat helpful,pro_misinformation,Appeal to Emotion,No Evidence,1
20493,somewhat helpful,pro_misinformation,Appeal to Emotion,Another True Cause,1
20494,not helpful,pro_misinformation,Appeal to Emotion,Missing Mechanism 1,0
20495,not helpful,pro_misinformation,Appeal to Emotion,Missing Mechanism 2,0
20496,somewhat helpful,pro_misinformation,Appeal to Emotion,No Need to Address,1
20497,somewhat helpful,pro_misinformation,Appeal to Emotion,Negative Effect due to y,1
20498,not helpful,pro_misinformation,Appeal to Emotion,Positive Effects of a Different Perspective from y 1,0
20499,not helpful,pro_misinformation,Appeal to Emotion,Positive Effects of a Different Perspective from y 2,0
20500,somewhat helpful,pro_misinformation,Ad Hominem,Mitigation,1
20501,somewhat helpful,pro_misinformation,Ad Hominem,Alternative,1
20502,somewhat helpful,pro_misinformation,Ad Hominem,No Evidence,1
20503,not helpful,pro_misinformation,Ad Hominem,Another True Cause,0
20504,somewhat helpful,pro_misinformation,Ad Hominem,Missing Mechanism 1,1
20505,somewhat helpful,pro_misinformation,Ad Hominem,Missing Mechanism 2,1
20506,somewhat helpful,pro_misinformation,Ad Hominem,No Need to Address,1
20507,not helpful,pro_misinformation,Ad Hominem,Negative Effect due to y,0
20508,somewhat helpful,pro_misinformation,Ad Hominem,Positive Effects of a Different Perspective from y 1,1
20509,somewhat helpful,pro_misinformation,Ad Hominem,Positive Effects of a Different Perspective from y 2,1
20510,somewhat helpful,pro_misinformation,Fallacy of Extension,Mitigation,1
20511,somewhat helpful,pro_misinformation,Fallacy of Extension,Alternative,1
20512,helpful,pro_misinformation,Fallacy of Extension,No Evidence,2
20513,helpful,pro_misinformation,Fallacy of Extension,Another True Cause,2
20514,somewhat helpful,pro_misinformation,Fallacy of Extension,Missing Mechanism 1,1
20515,not helpful,pro_misinformation,Fallacy of Extension,Missing Mechanism 2,0
20516,helpful,pro_misinformation,Fallacy of Extension,No Need to Address,2
20517,not helpful,pro_misinformation,Fallacy of Extension,Negative Effect due to y,0
20518,somewhat helpful,pro_misinformation,Fallacy of Extension,Positive Effects of a Different Perspective from y 1,1
20519,somewhat helpful,pro_misinformation,Fallacy of Extension,Positive Effects of a Different Perspective from y 2,1
20520,somewhat helpful,pro_misinformation,Fallacy of Credibility,Mitigation,1
20521,somewhat helpful,pro_misinformation,Fallacy of Credibility,Alternative,1
20522,helpful,pro_misinformation,Fallacy of Credibility,No Evidence,2
20523,somewhat helpful,pro_misinformation,Fallacy of Credibility,Another True Cause,1
20524,somewhat helpful,pro_misinformation,Fallacy of Credibility,Missing Mechanism 1,1
20525,not helpful,pro_misinformation,Fallacy of Credibility,Missing Mechanism 2,0
